2019-01-13 19:13:36 ===== Starting: ShallowRedExperiment =====
2019-01-13 19:13:47 Run
2019-01-13 19:48:23 id = 2 (machine1); Seed = 185; Starting new sample
2019-01-13 19:48:34 id = 5 (machine1); Seed = 177; Done (0)
2019-01-13 19:48:34 id = 5 (machine1); Seed = 186; Starting new sample
2019-01-13 19:48:37 id = 0 (machine1); Seed = 180; Done (0)
2019-01-13 19:48:37 id = 0 (machine1); Seed = 187; Starting new sample
2019-01-13 19:48:59 id = 3 (machine1); Seed = 182; Done (0)
2019-01-13 19:48:59 id = 3 (machine1); Seed = 188; Starting new sample
2019-01-13 19:49:15 id = 2 (machine1); Seed = 185; Done (0)
2019-01-13 19:49:15 id = 2 (machine1); Seed = 189; Starting new sample
2019-01-13 19:49:25 id = 4 (machine1); Seed = 183; Done (0)
2019-01-13 19:49:25 id = 4 (machine1); Seed = 190; Starting new sample
2019-01-13 19:49:28 id = 1 (machine1); Seed = 184; Done (0)
2019-01-13 19:49:28 id = 1 (machine1); Seed = 191; Starting new sample
2019-01-13 19:49:42 id = 5 (machine1); Seed = 186; Done (0)
2019-01-13 19:49:42 id = 5 (machine1); Seed = 192; Starting new sample
2019-01-13 19:49:53 id = 0 (machine1); Seed = 187; Done (0)
2019-01-13 19:49:53 id = 0 (machine1); Seed = 193; Starting new sample
2019-01-13 19:50:08 id = 1 (machine1); Seed = 191; Done (0)
2019-01-13 19:50:08 id = 1 (machine1); Seed = 194; Starting new sample
2019-01-13 19:50:22 id = 4 (machine1); Seed = 190; Done (0)
2019-01-13 19:50:22 id = 4 (machine1); Seed = 195; Starting new sample
2019-01-13 19:50:36 id = 5 (machine1); Seed = 192; Done (0)
2019-01-13 19:50:36 id = 5 (machine1); Seed = 196; Starting new sample
2019-01-13 19:50:37 id = 2 (machine1); Seed = 189; Done (0)
2019-01-13 19:50:37 id = 2 (machine1); Seed = 197; Starting new sample
2019-01-13 19:50:54 id = 0 (machine1); Seed = 193; Done (0)
2019-01-13 19:50:54 id = 0 (machine1); Seed = 198; Starting new sample
2019-01-13 19:50:54 id = 1 (machine1); Seed = 194; Done (0)
2019-01-13 19:50:54 id = 1 (machine1); Seed = 199; Starting new sample
2019-01-13 19:51:05 id = 3 (machine1); Seed = 188; Done (0)
2019-01-13 19:51:05 id = 3 (machine1); Seed = 200; Starting new sample
2019-01-13 19:51:10 id = 4 (machine1); Seed = 195; Done (0)
2019-01-13 19:51:10 id = 4 (machine1); Seed = 201; Starting new sample
2019-01-13 19:51:18 id = 2 (machine1); Seed = 197; Done (0)
2019-01-13 19:51:18 id = 2 (machine1); Seed = 202; Starting new sample
2019-01-13 19:51:35 id = 5 (machine1); Seed = 196; Done (0)
2019-01-13 19:51:35 id = 5 (machine1); Seed = 203; Starting new sample
2019-01-13 19:51:53 id = 0 (machine1); Seed = 198; Done (0)
2019-01-13 19:51:53 id = 0 (machine1); Seed = 204; Starting new sample
2019-01-13 19:52:02 id = 1 (machine1); Seed = 199; Done (0)
2019-01-13 19:52:02 id = 1 (machine1); Seed = 205; Starting new sample
2019-01-13 19:52:08 id = 2 (machine1); Seed = 202; Done (0)
2019-01-13 19:52:08 id = 2 (machine1); Seed = 206; Starting new sample
2019-01-13 19:52:16 id = 3 (machine1); Seed = 200; Done (0)
2019-01-13 19:52:16 id = 3 (machine1); Seed = 207; Starting new sample
2019-01-13 19:52:17 id = 4 (machine1); Seed = 201; Done (0)
2019-01-13 19:52:17 id = 4 (machine1); Seed = 208; Starting new sample
2019-01-13 19:52:37 id = 5 (machine1); Seed = 203; Done (0)
2019-01-13 19:52:37 id = 5 (machine1); Seed = 209; Starting new sample
2019-01-13 19:52:41 id = 0 (machine1); Seed = 204; Done (0)
2019-01-13 19:52:41 id = 0 (machine1); Seed = 210; Starting new sample
2019-01-13 19:53:08 id = 4 (machine1); Seed = 208; Done (0)
2019-01-13 19:53:08 id = 4 (machine1); Seed = 211; Starting new sample
2019-01-13 19:53:11 id = 3 (machine1); Seed = 207; Done (0)
2019-01-13 19:53:11 id = 3 (machine1); Seed = 212; Starting new sample
2019-01-13 19:53:14 id = 1 (machine1); Seed = 205; Done (0)
2019-01-13 19:53:14 id = 1 (machine1); Seed = 213; Starting new sample
2019-01-13 19:53:37 id = 2 (machine1); Seed = 206; Done (0)
2019-01-13 19:53:37 id = 2 (machine1); Seed = 214; Starting new sample
2019-01-13 19:53:49 id = 5 (machine1); Seed = 209; Done (0)
2019-01-13 19:53:49 id = 5 (machine1); Seed = 215; Starting new sample
2019-01-13 19:53:52 id = 0 (machine1); Seed = 210; Done (0)
2019-01-13 19:53:52 id = 0 (machine1); Seed = 216; Starting new sample
2019-01-13 19:53:56 id = 3 (machine1); Seed = 212; Done (0)
2019-01-13 19:53:56 id = 3 (machine1); Seed = 217; Starting new sample
2019-01-13 19:54:19 id = 1 (machine1); Seed = 213; Done (0)
2019-01-13 19:54:19 id = 1 (machine1); Seed = 218; Starting new sample
2019-01-13 19:54:31 id = 4 (machine1); Seed = 211; Done (0)
2019-01-13 19:54:31 id = 4 (machine1); Seed = 219; Starting new sample
2019-01-13 19:54:54 id = 0 (machine1); Seed = 216; Done (0)
2019-01-13 19:54:54 id = 0 (machine1); Seed = 220; Starting new sample
2019-01-13 19:54:57 id = 5 (machine1); Seed = 215; Done (0)
2019-01-13 19:54:57 id = 5 (machine1); Seed = 221; Starting new sample
2019-01-13 19:55:19 id = 1 (machine1); Seed = 218; Done (0)
2019-01-13 19:55:19 id = 1 (machine1); Seed = 222; Starting new sample
2019-01-13 19:55:27 id = 3 (machine1); Seed = 217; Done (0)
2019-01-13 19:55:27 id = 3 (machine1); Seed = 223; Starting new sample
2019-01-13 19:55:38 id = 4 (machine1); Seed = 219; Done (0)
2019-01-13 19:55:38 id = 4 (machine1); Seed = 224; Starting new sample
2019-01-13 19:56:00 id = 0 (machine1); Seed = 220; Done (0)
2019-01-13 19:56:00 id = 0 (machine1); Seed = 225; Starting new sample
2019-01-13 19:56:14 id = 5 (machine1); Seed = 221; Done (0)
2019-01-13 19:56:14 id = 5 (machine1); Seed = 226; Starting new sample
2019-01-13 19:56:21 id = 2 (machine1); Seed = 214; Done (0)
2019-01-13 19:56:21 id = 2 (machine1); Seed = 227; Starting new sample
2019-01-13 19:56:29 id = 1 (machine1); Seed = 222; Done (0)
2019-01-13 19:56:29 id = 1 (machine1); Seed = 228; Starting new sample
2019-01-13 19:56:59 id = 3 (machine1); Seed = 223; Done (0)
2019-01-13 19:56:59 id = 3 stopped. RunningProcessors = 5
2019-01-13 19:57:02 id = 4 (machine1); Seed = 224; Done (0)
2019-01-13 19:57:02 id = 4 stopped. RunningProcessors = 4
2019-01-13 19:57:07 id = 0 (machine1); Seed = 225; Done (0)
2019-01-13 19:57:07 id = 0 stopped. RunningProcessors = 3
2019-01-13 19:57:12 id = 5 (machine1); Seed = 226; Done (0)
2019-01-13 19:57:12 id = 5 stopped. RunningProcessors = 2
2019-01-13 19:57:21 id = 1 (machine1); Seed = 228; Done (0)
2019-01-13 19:57:21 id = 1 stopped. RunningProcessors = 1
2019-01-13 19:57:53 id = 2 (machine1); Seed = 227; Done (0)
2019-01-13 19:57:53 id = 2 stopped. RunningProcessors = 0
2019-01-13 19:57:53 Stop
2019-01-13 20:12:57 Run
2019-01-13 20:12:57 id = 5 (machine1); Seed = 229; Starting new sample
2019-01-13 20:12:57 id = 4 (machine1); Seed = 230; Starting new sample
2019-01-13 20:12:57 id = 3 (machine1); Seed = 231; Starting new sample
2019-01-13 20:12:57 id = 2 (machine1); Seed = 232; Starting new sample
2019-01-13 20:12:57 id = 1 (machine1); Seed = 233; Starting new sample
2019-01-13 20:12:57 id = 0 (machine1); Seed = 234; Starting new sample
2019-01-13 20:13:54 id = 0 (machine1); Seed = 234; Done (0)
2019-01-13 20:13:54 id = 0 (machine1); Seed = 235; Starting new sample
2019-01-13 20:14:09 id = 5 (machine1); Seed = 229; Done (0)
2019-01-13 20:14:09 id = 5 (machine1); Seed = 236; Starting new sample
2019-01-13 20:14:16 id = 1 (machine1); Seed = 233; Done (0)
2019-01-13 20:14:16 id = 1 (machine1); Seed = 237; Starting new sample
2019-01-13 20:14:20 id = 3 (machine1); Seed = 231; Done (0)
2019-01-13 20:14:20 id = 3 (machine1); Seed = 238; Starting new sample
2019-01-13 20:14:40 id = 2 (machine1); Seed = 232; Done (0)
2019-01-13 20:14:40 id = 2 (machine1); Seed = 239; Starting new sample
2019-01-13 20:15:01 id = 4 (machine1); Seed = 230; Done (0)
2019-01-13 20:15:01 id = 4 (machine1); Seed = 240; Starting new sample
2019-01-13 20:15:01 id = 0 (machine1); Seed = 235; Done (0)
2019-01-13 20:15:01 id = 0 (machine1); Seed = 241; Starting new sample
2019-01-13 20:15:21 id = 5 (machine1); Seed = 236; Done (0)
2019-01-13 20:15:21 id = 5 (machine1); Seed = 242; Starting new sample
2019-01-13 20:15:28 id = 1 (machine1); Seed = 237; Done (0)
2019-01-13 20:15:28 id = 1 (machine1); Seed = 243; Starting new sample
2019-01-13 20:15:36 id = 2 (machine1); Seed = 239; Done (0)
2019-01-13 20:15:36 id = 2 (machine1); Seed = 244; Starting new sample
2019-01-13 20:15:45 id = 3 (machine1); Seed = 238; Done (0)
2019-01-13 20:15:45 id = 3 (machine1); Seed = 245; Starting new sample
2019-01-13 20:16:16 id = 5 (machine1); Seed = 242; Done (0)
2019-01-13 20:16:16 id = 5 (machine1); Seed = 246; Starting new sample
2019-01-13 20:16:36 id = 4 (machine1); Seed = 240; Done (0)
2019-01-13 20:16:36 id = 4 (machine1); Seed = 247; Starting new sample
2019-01-13 20:16:38 id = 1 (machine1); Seed = 243; Done (0)
2019-01-13 20:16:38 id = 1 (machine1); Seed = 248; Starting new sample
2019-01-13 20:16:53 id = 3 (machine1); Seed = 245; Done (0)
2019-01-13 20:16:53 id = 3 (machine1); Seed = 249; Starting new sample
2019-01-13 20:16:54 id = 2 (machine1); Seed = 244; Done (0)
2019-01-13 20:16:54 id = 2 (machine1); Seed = 250; Starting new sample
2019-01-13 20:17:03 id = 0 (machine1); Seed = 241; Done (0)
2019-01-13 20:17:03 id = 0 (machine1); Seed = 251; Starting new sample
2019-01-13 20:17:28 id = 5 (machine1); Seed = 246; Done (0)
2019-01-13 20:17:28 id = 5 (machine1); Seed = 252; Starting new sample
2019-01-13 20:17:34 id = 1 (machine1); Seed = 248; Done (0)
2019-01-13 20:17:34 id = 1 (machine1); Seed = 253; Starting new sample
2019-01-13 20:17:58 id = 0 (machine1); Seed = 251; Done (0)
2019-01-13 20:17:58 id = 0 (machine1); Seed = 254; Starting new sample
2019-01-13 20:18:05 id = 3 (machine1); Seed = 249; Done (0)
2019-01-13 20:18:05 id = 3 (machine1); Seed = 255; Starting new sample
2019-01-13 20:18:06 id = 2 (machine1); Seed = 250; Done (0)
2019-01-13 20:18:07 id = 2 (machine1); Seed = 256; Starting new sample
2019-01-13 20:18:32 id = 1 (machine1); Seed = 253; Done (0)
2019-01-13 20:18:32 id = 1 (machine1); Seed = 257; Starting new sample
2019-01-13 20:18:38 id = 4 (machine1); Seed = 247; Done (0)
2019-01-13 20:18:38 id = 4 (machine1); Seed = 258; Starting new sample
2019-01-13 20:18:54 id = 5 (machine1); Seed = 252; Done (0)
2019-01-13 20:18:54 id = 5 (machine1); Seed = 259; Starting new sample
2019-01-13 20:18:56 id = 2 (machine1); Seed = 256; Done (0)
2019-01-13 20:18:56 id = 2 (machine1); Seed = 260; Starting new sample
2019-01-13 20:18:57 id = 0 (machine1); Seed = 254; Done (0)
2019-01-13 20:18:57 id = 0 (machine1); Seed = 261; Starting new sample
2019-01-13 20:19:24 id = 1 (machine1); Seed = 257; Done (0)
2019-01-13 20:19:24 id = 1 (machine1); Seed = 262; Starting new sample
2019-01-13 20:19:34 id = 3 (machine1); Seed = 255; Done (0)
2019-01-13 20:19:34 id = 3 (machine1); Seed = 263; Starting new sample
2019-01-13 20:19:43 id = 5 (machine1); Seed = 259; Done (0)
2019-01-13 20:19:43 id = 5 (machine1); Seed = 264; Starting new sample
2019-01-13 20:19:55 id = 0 (machine1); Seed = 261; Done (0)
2019-01-13 20:19:55 id = 0 (machine1); Seed = 265; Starting new sample
2019-01-13 20:20:00 id = 4 (machine1); Seed = 258; Done (0)
2019-01-13 20:20:00 id = 4 (machine1); Seed = 266; Starting new sample
2019-01-13 20:20:43 id = 3 (machine1); Seed = 263; Done (0)
2019-01-13 20:20:43 id = 3 (machine1); Seed = 267; Starting new sample
2019-01-13 20:20:51 id = 1 (machine1); Seed = 262; Done (0)
2019-01-13 20:20:51 id = 1 (machine1); Seed = 268; Starting new sample
2019-01-13 20:20:53 id = 5 (machine1); Seed = 264; Done (0)
2019-01-13 20:20:53 id = 5 (machine1); Seed = 269; Starting new sample
2019-01-13 20:20:56 id = 0 (machine1); Seed = 265; Done (0)
2019-01-13 20:20:56 id = 0 (machine1); Seed = 270; Starting new sample
2019-01-13 20:21:00 id = 4 (machine1); Seed = 266; Done (0)
2019-01-13 20:21:00 id = 4 (machine1); Seed = 271; Starting new sample
2019-01-13 20:21:06 id = 2 (machine1); Seed = 260; Done (0)
2019-01-13 20:21:06 id = 2 (machine1); Seed = 272; Starting new sample
2019-01-13 20:21:42 id = 3 (machine1); Seed = 267; Done (0)
2019-01-13 20:21:42 id = 3 (machine1); Seed = 273; Starting new sample
2019-01-13 20:21:54 id = 0 (machine1); Seed = 270; Done (0)
2019-01-13 20:21:54 id = 0 (machine1); Seed = 274; Starting new sample
2019-01-13 20:21:54 id = 4 (machine1); Seed = 271; Done (0)
2019-01-13 20:21:54 id = 4 (machine1); Seed = 275; Starting new sample
2019-01-13 20:22:10 id = 5 (machine1); Seed = 269; Done (0)
2019-01-13 20:22:10 id = 5 (machine1); Seed = 276; Starting new sample
2019-01-13 20:22:27 id = 1 (machine1); Seed = 268; Done (0)
2019-01-13 20:22:27 id = 1 (machine1); Seed = 277; Starting new sample
2019-01-13 20:22:29 id = 3 (machine1); Seed = 273; Done (0)
2019-01-13 20:22:29 id = 3 (machine1); Seed = 278; Starting new sample
2019-01-13 20:22:33 id = 2 (machine1); Seed = 272; Done (0)
2019-01-13 20:22:33 id = 2 (machine1); Seed = 279; Starting new sample
2019-01-13 20:23:28 id = 1 (machine1); Seed = 277; Done (0)
2019-01-13 20:23:28 id = 1 (machine1); Seed = 280; Starting new sample
2019-01-13 20:23:31 id = 5 (machine1); Seed = 276; Done (0)
2019-01-13 20:23:31 id = 5 (machine1); Seed = 281; Starting new sample
2019-01-13 20:23:32 id = 3 (machine1); Seed = 278; Done (0)
2019-01-13 20:23:32 id = 3 (machine1); Seed = 282; Starting new sample
2019-01-13 20:23:42 id = 0 (machine1); Seed = 274; Done (0)
2019-01-13 20:23:42 id = 0 (machine1); Seed = 283; Starting new sample
2019-01-13 20:23:55 id = 2 (machine1); Seed = 279; Done (0)
2019-01-13 20:23:55 id = 2 (machine1); Seed = 284; Starting new sample
2019-01-13 20:24:17 id = 5 (machine1); Seed = 281; Done (0)
2019-01-13 20:24:17 id = 5 (machine1); Seed = 285; Starting new sample
2019-01-13 20:24:20 id = 1 (machine1); Seed = 280; Done (0)
2019-01-13 20:24:20 id = 1 (machine1); Seed = 286; Starting new sample
2019-01-13 20:24:38 id = 4 (machine1); Seed = 275; Done (0)
2019-01-13 20:24:38 id = 4 (machine1); Seed = 287; Starting new sample
2019-01-13 20:24:46 id = 3 (machine1); Seed = 282; Done (0)
2019-01-13 20:24:46 id = 3 (machine1); Seed = 288; Starting new sample
2019-01-13 20:24:58 id = 2 (machine1); Seed = 284; Done (0)
2019-01-13 20:24:58 id = 2 (machine1); Seed = 289; Starting new sample
2019-01-13 20:25:02 id = 0 (machine1); Seed = 283; Done (0)
2019-01-13 20:25:02 id = 0 (machine1); Seed = 290; Starting new sample
2019-01-13 20:25:28 id = 1 (machine1); Seed = 286; Done (0)
2019-01-13 20:25:28 id = 1 stopped. RunningProcessors = 5
2019-01-13 20:25:31 id = 5 (machine1); Seed = 285; Done (0)
2019-01-13 20:25:31 id = 5 stopped. RunningProcessors = 4
2019-01-13 20:25:35 id = 3 (machine1); Seed = 288; Done (0)
2019-01-13 20:25:35 id = 3 stopped. RunningProcessors = 3
2019-01-13 20:25:49 id = 4 (machine1); Seed = 287; Done (0)
2019-01-13 20:25:49 id = 4 stopped. RunningProcessors = 2
2019-01-13 20:25:54 id = 2 (machine1); Seed = 289; Done (0)
2019-01-13 20:25:54 id = 2 stopped. RunningProcessors = 1
2019-01-13 20:26:04 id = 0 (machine1); Seed = 290; Done (0)
2019-01-13 20:26:04 id = 0 stopped. RunningProcessors = 0
2019-01-13 20:26:04 Stop
2019-01-14 00:22:13 Run
2019-01-14 00:22:13 id = 5 (machine1); Seed = 291; Starting new sample
2019-01-14 00:22:13 id = 4 (machine1); Seed = 292; Starting new sample
2019-01-14 00:22:13 id = 3 (machine1); Seed = 293; Starting new sample
2019-01-14 00:22:13 id = 2 (machine1); Seed = 294; Starting new sample
2019-01-14 00:22:13 id = 1 (machine1); Seed = 295; Starting new sample
2019-01-14 00:22:13 id = 0 (machine1); Seed = 296; Starting new sample
2019-01-14 00:22:54 id = 1 (machine1); Seed = 295; Done (0)
2019-01-14 00:22:54 id = 1 (machine1); Seed = 297; Starting new sample
2019-01-14 00:23:08 id = 4 (machine1); Seed = 292; Done (0)
2019-01-14 00:23:08 id = 4 (machine1); Seed = 298; Starting new sample
2019-01-14 00:23:33 id = 5 (machine1); Seed = 291; Done (0)
2019-01-14 00:23:33 id = 5 (machine1); Seed = 299; Starting new sample
2019-01-14 00:23:45 id = 0 (machine1); Seed = 296; Done (0)
2019-01-14 00:23:45 id = 0 (machine1); Seed = 300; Starting new sample
2019-01-14 00:23:52 id = 4 (machine1); Seed = 298; Done (0)
2019-01-14 00:23:52 id = 4 (machine1); Seed = 301; Starting new sample
2019-01-14 00:23:53 id = 3 (machine1); Seed = 293; Done (0)
2019-01-14 00:23:53 id = 3 (machine1); Seed = 302; Starting new sample
2019-01-14 00:24:01 id = 1 (machine1); Seed = 297; Done (0)
2019-01-14 00:24:01 id = 1 (machine1); Seed = 303; Starting new sample
2019-01-14 00:24:29 id = 2 (machine1); Seed = 294; Done (0)
2019-01-14 00:24:29 id = 2 (machine1); Seed = 304; Starting new sample
2019-01-14 00:24:46 id = 5 (machine1); Seed = 299; Done (0)
2019-01-14 00:24:46 id = 5 (machine1); Seed = 305; Starting new sample
2019-01-14 00:24:48 id = 4 (machine1); Seed = 301; Done (0)
2019-01-14 00:24:48 id = 4 (machine1); Seed = 306; Starting new sample
2019-01-14 00:24:50 id = 1 (machine1); Seed = 303; Done (0)
2019-01-14 00:24:50 id = 1 (machine1); Seed = 307; Starting new sample
2019-01-14 00:24:51 id = 0 (machine1); Seed = 300; Done (0)
2019-01-14 00:24:51 id = 0 (machine1); Seed = 308; Starting new sample
2019-01-14 00:25:07 id = 3 (machine1); Seed = 302; Done (0)
2019-01-14 00:25:07 id = 3 (machine1); Seed = 309; Starting new sample
2019-01-14 00:25:22 id = 2 (machine1); Seed = 304; Done (0)
2019-01-14 00:25:22 id = 2 (machine1); Seed = 310; Starting new sample
2019-01-14 00:25:41 id = 1 (machine1); Seed = 307; Done (0)
2019-01-14 00:25:41 id = 1 (machine1); Seed = 311; Starting new sample
2019-01-14 00:25:45 id = 4 (machine1); Seed = 306; Done (0)
2019-01-14 00:25:45 id = 4 (machine1); Seed = 312; Starting new sample
2019-01-14 00:25:49 id = 0 (machine1); Seed = 308; Done (0)
2019-01-14 00:25:49 id = 0 (machine1); Seed = 313; Starting new sample
2019-01-14 00:25:54 id = 3 (machine1); Seed = 309; Done (0)
2019-01-14 00:25:54 id = 3 (machine1); Seed = 314; Starting new sample
2019-01-14 00:25:57 id = 5 (machine1); Seed = 305; Done (0)
2019-01-14 00:25:57 id = 5 (machine1); Seed = 315; Starting new sample
2019-01-14 00:26:34 id = 3 (machine1); Seed = 314; Done (0)
2019-01-14 00:26:34 id = 3 (machine1); Seed = 316; Starting new sample
2019-01-14 00:26:49 id = 5 (machine1); Seed = 315; Done (0)
2019-01-14 00:26:49 id = 5 (machine1); Seed = 317; Starting new sample
2019-01-14 00:26:57 id = 4 (machine1); Seed = 312; Done (0)
2019-01-14 00:26:57 id = 4 (machine1); Seed = 318; Starting new sample
2019-01-14 00:27:01 id = 1 (machine1); Seed = 311; Done (0)
2019-01-14 00:27:01 id = 1 (machine1); Seed = 319; Starting new sample
2019-01-14 00:27:30 id = 5 (machine1); Seed = 317; Done (0)
2019-01-14 00:27:30 id = 5 (machine1); Seed = 320; Starting new sample
2019-01-14 00:27:35 id = 2 (machine1); Seed = 310; Done (0)
2019-01-14 00:27:35 id = 2 (machine1); Seed = 321; Starting new sample
2019-01-14 00:27:37 id = 3 (machine1); Seed = 316; Done (0)
2019-01-14 00:27:37 id = 3 (machine1); Seed = 322; Starting new sample
2019-01-14 00:27:39 id = 0 (machine1); Seed = 313; Done (0)
2019-01-14 00:27:39 id = 0 (machine1); Seed = 323; Starting new sample
2019-01-14 00:27:46 id = 4 (machine1); Seed = 318; Done (0)
2019-01-14 00:27:46 id = 4 (machine1); Seed = 324; Starting new sample
2019-01-14 00:28:21 id = 1 (machine1); Seed = 319; Done (0)
2019-01-14 00:28:21 id = 1 (machine1); Seed = 325; Starting new sample
2019-01-14 00:28:34 id = 2 (machine1); Seed = 321; Done (0)
2019-01-14 00:28:35 id = 2 (machine1); Seed = 326; Starting new sample
2019-01-14 00:28:37 id = 0 (machine1); Seed = 323; Done (0)
2019-01-14 00:28:37 id = 0 (machine1); Seed = 327; Starting new sample
2019-01-14 00:28:38 id = 5 (machine1); Seed = 320; Done (0)
2019-01-14 00:28:38 id = 5 (machine1); Seed = 328; Starting new sample
2019-01-14 00:28:47 id = 4 (machine1); Seed = 324; Done (0)
2019-01-14 00:28:47 id = 4 (machine1); Seed = 329; Starting new sample
2019-01-14 00:28:58 id = 3 (machine1); Seed = 322; Done (0)
2019-01-14 00:28:58 id = 3 (machine1); Seed = 330; Starting new sample
2019-01-14 00:29:13 id = 1 (machine1); Seed = 325; Done (0)
2019-01-14 00:29:13 id = 1 (machine1); Seed = 331; Starting new sample
2019-01-14 00:29:24 id = 2 (machine1); Seed = 326; Done (0)
2019-01-14 00:29:24 id = 2 (machine1); Seed = 332; Starting new sample
2019-01-14 00:29:27 id = 5 (machine1); Seed = 328; Done (0)
2019-01-14 00:29:27 id = 5 (machine1); Seed = 333; Starting new sample
2019-01-14 00:29:46 id = 0 (machine1); Seed = 327; Done (0)
2019-01-14 00:29:46 id = 0 (machine1); Seed = 334; Starting new sample
2019-01-14 00:29:47 id = 4 (machine1); Seed = 329; Done (0)
2019-01-14 00:29:47 id = 4 (machine1); Seed = 335; Starting new sample
2019-01-14 00:29:57 id = 3 (machine1); Seed = 330; Done (0)
2019-01-14 00:29:57 id = 3 (machine1); Seed = 336; Starting new sample
2019-01-14 00:30:03 id = 1 (machine1); Seed = 331; Done (0)
2019-01-14 00:30:03 id = 1 (machine1); Seed = 337; Starting new sample
2019-01-14 00:30:42 id = 5 (machine1); Seed = 333; Done (0)
2019-01-14 00:30:42 id = 5 (machine1); Seed = 338; Starting new sample
2019-01-14 00:30:49 id = 2 (machine1); Seed = 332; Done (0)
2019-01-14 00:30:49 id = 2 (machine1); Seed = 339; Starting new sample
2019-01-14 00:30:49 id = 0 (machine1); Seed = 334; Done (0)
2019-01-14 00:30:49 id = 0 (machine1); Seed = 340; Starting new sample
2019-01-14 00:30:53 id = 4 (machine1); Seed = 335; Done (0)
2019-01-14 00:30:53 id = 4 (machine1); Seed = 341; Starting new sample
